Name of Firm,unknown,unknown,"Address, line 1","Address, line 2",City,State,Zip,Capabilities Narrative,E-mail Address,CAGE Code,Congr. Dist.,County Code,UEI,E-Mall Page URL,Fax Number,Fiscal Year Ends,In TECH-Net?,Incorp. Country,Incorp. State,Last Updated,Main/Branch,Metro Stat Area,Phone Number,Trade Name,WWW Page URL,Year Established,Legal Structure,"Business Type (Service, Construction, etc)","Ownership/Self-Certs (Minority, Veteran, Woman, etc)","NAICS, All (for which firm is small)","NAICS, Buy Green and Small","NAICS, Primary and Small",FullAddress,ZipOnly
"CASCADE THERMAL SOLUTIONS, LLC",SUZANNA BURRUEL,,1890 CORDELL CT,STE 102,EL CAJON,CA,92020-0928,"Wide range of services for hot or cold temperature related equipment used in a research, Pharmaceutical, manufacturing & medical care setting. Provide diagnosis, repair, maintenance, calibration, validation, retrofits, installation, decommission/disposal & reconditioned equipment for sale.",suzanna.burruel@cbre.com,1PC83,51,073,NWS7BKZ1QN16,http://www.cascade-ts.com,,1231,,USA,DE,02/07/2025,Branch,7320,714-369-3882,CASCADE THERMAL SOLUTIONS,http://www.cascade-ts.com/,1989,LL,"Construction, Service",,"238220, 811310",,,"1890 CORDELL CT, STE 102, EL CAJON, CA 92020-0928",92020
TREX ENTERPRISES CORPORATION,DEBORAH DOYLE,,1300 N JOHNSON AVE,STE 107,EL CAJON,CA,92020-1654,"Trex is an employee owned small business with 30 years experience as a diversified high-tech company. Over 120 patents awarded in areas such as Adaptive and Electro-Optics, Communications, Radar Systems, Tracking Systems, Multi-spectral sensors, etc.",DDOYLE@trexenterprises.com,0ZKJ6,51,073,RN43FYPYNKP4,,858-646-5581,1231,,USA,CA,08/13/2024,Branch,7320,858-646-5462,,http://www.trexenterprises.com,2000,CP,"Manufacturing, R and D, Service",,"334118, 334511, 541330, 541330, 541330, 541330, 541690, 541715, 541715, 541715, 541715",,,"1300 N JOHNSON AVE, STE 107, EL CAJON, CA 92020-1654",92020
R13 INC,ENRIQUE ULLOA,,1426 FAYETTE ST,,EL CAJON,CA,92020-1515,,enrique@aztecmovingstorage.com,1CYD9,51,073,N22ZCUUCC5R1,http://www.aztecmovingstorage.com,,1231,,USA,CA,11/21/2024,Branch,7320,619-562-7118,AZTEC MOVING & STORAGE,,2000,SC,,"Hispanic American, Other Minority Owned","484210, 493110",,,"1426 FAYETTE ST, , EL CAJON, CA 92020-1515",92020
"ASE CONTRACTING, INC.",SEAN KEENAN,,1985 FRIENDSHIP DR STE J,,EL CAJON,CA,92020-1141,,asecontracting@sbcglobal.net,3DG78,51,073,HAZ7MDHRBCP1,,619-258-7289,1231,,USA,CA,02/14/2025,Branch,7320,619-258-7290,ASE CONTRACTING INC,,1998,CP,,Self-Certified Small Disadvantaged Business,"562910, 562910",,,"1985 FRIENDSHIP DR STE J, , EL CAJON, CA 92020-1141",92020
"JIFFY MACHINE & WELDING, INC.",ARLON CHRISTENSEN,CEO,1675 N MAGNOLIA AVE,,EL CAJON,CA,92020-1241,"Job shop Machine Shop, Anything to do with machining of any materials.",janice@jiffymachine.com,3EFG7,48,073,VPBULKY9SUV5,http://www.jiffymachine.com,,1231,,USA,CA,02/22/2025,Branch,7320,619-448-6744,JIFFY MACHINE,http://www.jiffymachine.com,2006,CP,"Manufacturing, R and D",Woman Owned,332710,,,"1675 N MAGNOLIA AVE, , EL CAJON, CA 92020-1241",92020
ATI INTERNATIONAL,GREGG WIGGINS,CEO/CFO,1544 MURRAY AVE,,EL CAJON,CA,92020-5636,"Provide on site computer training in Microsoft Office, Multimedia, Web Design, etc. Communications systems integration. Design and install turnkey wireless microwave and digital communications systems.",gwiggins@atiint.com,3JAK0,51,073,KXNHCTA85AC7,,619-728-1040,0930,,USA,CA,03/26/2024,Branch,7320,619-448-4284,,http://www.atiint.com,2003,CP,Service,Woman Owned,"517810, 541330, 541330, 541330, 541330",,,"1544 MURRAY AVE, , EL CAJON, CA 92020-5636",92020
"C.P. RICHARDS SIGNS, INC.",CHARLES HIGGINS,,908 FESLER ST,,EL CAJON,CA,92020-1808,"Signs, ADA Signs, Banners, Vehicle Graphics/Wraps, Dimensional Signage, Window Graphics & Privacy Films",Sales@cprsigns.com,3J9S1,51,073,VGKGTPFH6SG3,http://cprsigns.com,619-596-7449,0930,,USA,CA,01/09/2025,Branch,7320,619-596-7446,,http://www.cprsigns.com,1948,CP,,"Self-Certified Small Disadvantaged Business, Veteran","238990, 238990, 323113, 339950",,,"908 FESLER ST, , EL CAJON, CA 92020-1808",92020
"OMNI ENCLOSURES, INC.",MICHAEL BURKE,,505 RALEIGH AVE,,EL CAJON,CA,92020-3139,"office furniture manufacturer, laboratory furniture and specialty carts manufacturer",mike@omnipacific.com,3JHW7,51,073,EL3LFB3QEF24,,619-579-2705,1031,,USA,CA,07/19/2024,Branch,7320,619-579-6664,OMNI ENCLOSURES INC,http://www.omnilabsolutions.com,1981,CP,Manufacturing,Veteran,"337127, 337212",,,"505 RALEIGH AVE, , EL CAJON, CA 92020-3139",92020
"AMERICAN MACHINE & TOOL, INC.",WESLEY ISOM,,500 RALEIGH AVE,,EL CAJON,CA,92020-3139,,wes.isom@amt-ind.com,3LRC6,51,073,MDGKE3SL73B8,,,1231,,USA,CA,01/15/2025,Branch,7320,619-401-7500,,,1997,CP,,,"332510, 332710, 332721, 336992, 339999",,,"500 RALEIGH AVE, , EL CAJON, CA 92020-3139",92020
ACCENT ELECTRONICS,NATHAN EDWARDS,,613 W MAIN ST,,EL CAJON,CA,92020-3323,,NATHANE@standardelectronics.us,1R0T9,51,073,CGX3QCULJQ95,,619-596-8850,1231,,USA,CA,07/11/2024,Branch,7320,619-596-9950,ACCENT ELECTRONICS INC,https://www.STANDARDELECTRONICS.US,1976,SC,,,"238210, 238290, 334290, 561621",,,"613 W MAIN ST, , EL CAJON, CA 92020-3323",92020
"LORIMAR GROUP, INC.",GEORGE JOHNSON,,1488 PIONEER WAY STE 14,,EL CAJON,CA,92020-1633,"communication, two-way radio, two way radio, batteries, battery, headset, handset, speaker mic, speaker microphone, charger, repeater, canopy, Motorola, wireless communications equipment, antennas, waveguides,transciever, trunked radio system",mike.johnson@lorimargroup.com,3XXG8,51,073,MKLZPP1R3D94,,,1231,,USA,CA,02/13/2025,Branch,7320,619-749-9399,,http://www.lorimargroup.com,2001,SC,"Manufacturing, Service","Service-Disabled Veteran, Veteran","237130, 238210, 238290, 334118, 334210, 334220, 334290, 334419, 334511, 488190, 517410, 532420, 532490, 541330, 541330, 541330, 541330, 541614, 541690, 541720, 541990, 561210, 561612, 561621, 811210",,,"1488 PIONEER WAY STE 14, , EL CAJON, CA 92020-1633",92020
"JERAMES INDUSTRIES, INC",MATTHEW MANINGAS,,460 CYPRESS LN STE F,,EL CAJON,CA,92020-1647,"CAPABLE OF MANUFACTURING CLOSE TOLERANCE, COMPLEX, MACHINED PARTS",mrmaningas@jerames.com,9S124,51,073,YCYERY69HDB3,http://jerames.com/,619-334-5545,1231,,USA,CA,08/06/2024,Branch,7320,619-657-4453,,www.jerames.com,1974,CP,Manufacturing,"Hispanic American, Other Minority Owned, Self-Certified Small Disadvantaged Business, Woman Owned",332710,,,"460 CYPRESS LN STE F, , EL CAJON, CA 92020-1647",92020
"DATA DISPOSAL, INC.",BOB CARROLL,,1308 N MAGNOLIA AVE,STE I,EL CAJON,CA,92020-1646,,bobc@ddisposal.com,0DPC7,48,073,F4TGRSZ7SQ85,,,1231,,USA,CA,02/07/2025,Branch,7320,619-585-0184,DATA DISPOSAL INC,ddisposal.com,1984,SC,,,561499,,,"1308 N MAGNOLIA AVE, STE I, EL CAJON, CA 92020-1646",92020
FLIGHT SUITS,JEREMY WALTERS,,1900 WELD BLVD STE 140,,EL CAJON,CA,92020-0503,AVIATOR SAFETY APPAREL,bids@gibson-barnes.com,2S951,51,073,UUKUFKTYDLY5,http://www.gibson-barnes.com,619-440-4618,1231,,USA,CA,11/08/2024,Branch,7320,619-440-6977,GIBSON & BARNES,http://www.gibson-barnes.com,1977,SC,"Manufacturing, R and D, Service",,"315250, 315990",,,"1900 WELD BLVD STE 140, , EL CAJON, CA 92020-0503",92020
"DEANCO INDUSTRIAL TIRES, INC",DENNIS DEAN,,380 VERNON WAY STE F,,EL CAJON,CA,92020-1952,,deancoindtires@yahoo.com,3WDM0,51,073,C6UNVFAS3R36,,619-449-1841,1231,,USA,CA,08/29/2024,Branch,7320,619-449-1848,,,1998,SC,,Woman Owned,"331110, 331313, 331318",,,"380 VERNON WAY STE F, , EL CAJON, CA 92020-1952",92020
"BEKINS A-1 MOVERS, INC",LEANN BRANDOLINI,,2025 GILLESPIE WAY STE B,,EL CAJON,CA,92020-0925,,lbrandolini@movebms.com,1F770,51,073,GQHPSUNX3NB3,,,1231,,USA,VA,01/16/2025,Branch,7320,941-667-5379,BELKINS MOVING SOLUTIONS,,2004,CP,,,"484110, 484121, 484122, 484210, 488510, 488991, 493110, 493190",,,"2025 GILLESPIE WAY STE B, , EL CAJON, CA 92020-0925",92020
"MCCARTHY TRANSFER & STORAGE, INCORPORATED",THOMAS MCCARTHY,,1386 FAYETTE ST,,EL CAJON,CA,92020-1513,,AYME@MCCARTHYTRANSFER.COM,1C9X5,51,073,JRMKUUEN2298,,619-596-1926,1231,,USA,CA,10/15/2024,Branch,7320,619-596-2594,MCCARTHY TRANSFER & STORAGE INC,mccarthytransfer.com,1919,CP,,Veteran,484210,,,"1386 FAYETTE ST, , EL CAJON, CA 92020-1513",92020
"AKW MEDICAL, INC.",JULIA PEEL,,1965 GILLESPIE WAY,STE 105,EL CAJON,CA,92020-0500,,jpeel@akwmedical.com,0VVS5,51,073,KACRAFCBJRY7,http://www.akwmedical.com,,0930,,USA,CA,09/13/2024,Branch,7320,858-496-8500,AKW MEDICAL,http://www.akwmedical.com,1993,CP,,"Self-Certified Small Disadvantaged Business, Service-Disabled Veteran, Veteran","423450, 532490, 811210",,,"1965 GILLESPIE WAY, STE 105, EL CAJON, CA 92020-0500",92020
"AEROMEDEVAC, INC",JESUS MENDEZ,,1860 JOE CROSSON DR # 1,,EL CAJON,CA,92020-1227,,jmendez@aeromedevac.com,98LL1,51,073,ZYEPY5HGCJK1,,,1231,,USA,CA,09/12/2024,Branch,7320,619-748-1135,,www.aeromedevac.com,1993,SC,,Self-Certified Small Disadvantaged Business,"481211, 481219, 561599, 621910",,,"1860 JOE CROSSON DR # 1, , EL CAJON, CA 92020-1227",92020
M&A GLOBAL CARTRIDGES LLC,KARIM MIKHAIL,,1574 WHITSETT DR,,EL CAJON,CA,92020-1346,Leading supplier of Office Supplies. All Cartridges are ISO 9001 Certified and meet OEM specs. You can order by email/phone/fax/ www.mas-cartridgesupplier.com or GSA Advantage+DOD Emall. POC: Karim T. Mikhail - 760-559-6980,info@cartridgesupplier.com,3Q6Y6,51,073,J1H3PJG88U51,https://www.cartridgesupplier.com,732-549-2487,1231,,USA,CA,12/06/2024,Branch,7320,760-559-6980,,https://www.cartridgesupplier.com,2000,LL,,"Black American, Other Minority Owned, Self-Certified Small Disadvantaged Business, Woman Owned","322230, 322291, 325910, 334112, 339940",,,"1574 WHITSETT DR, , EL CAJON, CA 92020-1346",92020
"CAMEO PAPER & SUPPLY CO., INC.",BRIAN JOHNSON,,433 CYPRESS LN,,EL CAJON,CA,92020-1605,"JANITORIAL, RESTAURANT AND PACKAGING SUPPLIES SUPPLIER/DISTRIBUTOR",brian@cameopaper.com,1DXH6,51,073,GE5PUNLGMTA5,,619-442-2357,0228,,USA,CA,01/10/2025,Branch,7320,619-607-1236,"CAMEO PAPER & JANITORIAL SUPPLY CO., INC.",www.cameopaper.com,1964,CP,,Woman Owned,"423850, 424130, 424690, 424990",,,"433 CYPRESS LN, , EL CAJON, CA 92020-1605",92020
COMMTECH SYSTEMS INC.,MIKE OLIVIER,,1521 DONITA DR,,EL CAJON,CA,92020-8215,"CMMC compliance, providing sample system security plan (SSP), templates, workbooks, sustainment tools, Providing system engineering and project management services, support for requirements development, acceptance tests, sustainment",mikeo@commtechsystems.com,0XVG2,48,073,Y228A5HC6YP8,https://www.171Comply.com,,1231,,USA,DE,04/05/2024,Branch,7320,619-368-5246,,https://www.commtechsystems.com,2005,CP,"R and D, Service","Self-Certified Small Disadvantaged Business, Service-Disabled Veteran, Veteran","334118, 541330, 541330, 541330, 541330, 541511, 541512, 541519, 541519, 541611, 611430",,,"1521 DONITA DR, , EL CAJON, CA 92020-8215",92020
ASTRO MECHANICAL CONTRACTORS INC,JOSE MORENO,,603 S MARSHALL AVE,,EL CAJON,CA,92020-4214,"Plumbing, Heating, Air-Conditioning, Regrigeration, Industrial Boilers, Heat Exchangers, Steam Condensers. General Commercial and Institutional Building Construction.",rick@astro-mech.com,4ANR8,51,073,TVXJAN1NFYQ7,,619-442-3682,0930,,USA,CA,07/19/2024,Branch,7320,619-442-9686,,http://www.astro-mech.com,1960,CP,"Construction, Service","Hispanic American, Other Minority Owned, Self-Certified Small Disadvantaged Business","236220, 238220",,,"603 S MARSHALL AVE, , EL CAJON, CA 92020-4214",92020
"LEXICON CONSULTING, INC.",TOM MINDER,,420 S MAGNOLIA AVE,,EL CAJON,CA,92020-5213,"LEXICON provides the customer with consultants and linguists who possess specific knowledge of their geographic area and culture. We specialize in exercise support, role-playing/acting, cultural training and translation/interpretation.",tom.minder@lexiconinc.com,41KM3,51,073,FU1JMU1PPFQ6,http://www.lexiconinc.com,619-270-2575,1231,,USA,CA,12/03/2024,Branch,7320,619-772-1220,LEXICON CONSULTING INC,http://www.lexiconinc.com,2005,SC,"Construction, R and D, Service","Service-Disabled Veteran, Veteran, Woman Owned","238320, 332994, 512110, 532120, 541330, 541330, 541330, 541330, 541512, 541611, 541614, 541930, 541990, 561110, 561210, 561320, 561330, 561499, 561990, 611420, 611430, 611630, 611699, 611710, 812990",,,"420 S MAGNOLIA AVE, , EL CAJON, CA 92020-5213",92020
DECCO CASTINGS INC,COLM PLUNKETT`,,1596 PIONEER WAY,,EL CAJON,CA,92020-1638,,cplunkett@deccocastings.com,5M307,51,073,WMQ4Q76KFYR7,,,0601,,USA,CA,12/13/2024,Branch,7320,818-416-0068,DECCO CASTINGS INC,www.deccocastings.com,1974,CP,,,"331221, 331524",,,"1596 PIONEER WAY, , EL CAJON, CA 92020-1638",92020
PACIFIC COAST CLEANING INC,LANCE SIRATON,,500 FESLER ST,102,EL CAJON,CA,92020-1945,"Pacific Coast Cleaning, Inc has been providing professional, full-service cleaning services to an array of clients in the San Diego and Riverside markets. Over the past decade, we’ve developed sparkling relationships with our clients by enhancing the appearance, viability, longevity and overall value of their properties. From post-construction cleanup to window cleaning and pressure washing to janitorial services and more, we deliver reliable, affordable and professional cleaning services. Pacific Coast Cleaning, Inc, also provides qualified, professional day porters for your property on a temporary, part-time or full-time basis. Our professional day porters can ensure that your property always shines. For more information or a free estimate, please visit us at http://www.pacificcoastcleaning.com.",lance@pacificcoastcleaning.com,4NR08,51,073,XPBCXVB3EY91,http://www.pacificcoastcleaning.com/,858-278-1398,1231,,USA,CA,05/08/2024,Branch,7320,858-565-1603,,http://www.pacificcoastcleaning.com,2002,SC,Construction,,"238990, 238990, 561720",,,"500 FESLER ST, 102, EL CAJON, CA 92020-1945",92020
GENESEE SCIENTIFIC LLC,KATHY WU,,900 VERNON WAY,# 101,EL CAJON,CA,92020-1833,"We carry top quality products for life science research, analysis, discovery and diagnostics that are developed by the worlds best manufacturers. Some with patented technology you'll find nowhere else. Our cutting edge infrastructure ensures rapid delivery, so you'll receive the supplies you need, exactly when needed. We enjoy exclusive partnerships that allows us to offer competitive discounts. We are the fastest growing scientific supply company in the US and have been for the last five years. We are an award winning distribution company and niche manufacturer offering products to universities, research institutions, pharmaceutical and biotech companies, medical and clinical diagnostic labs.",kwu@geneseesci.com,55AR3,51,073,EK9FRDUP3NU7,https://www.geneseesci.com,858-357-2075,1231,,USA,CA,10/11/2024,Branch,7320,858-357-2010,GENESEE SCIENTIFIC CORP,https://www.geneseesci.com,1998,LL,Manufacturing,,"325130, 325414, 326199, 333415, 334516, 339112, 423490",,,"900 VERNON WAY, # 101, EL CAJON, CA 92020-1833",92020
"CALIFORNIA SHEET METAL WORKS, INC.",ROBERT BURNER,,1020 N MARSHALL AVE,,EL CAJON,CA,92020-1829,,robertb@califsheetmetal.com,59SC6,51,073,TV4HXM39C8P9,,619-562-7016,1231,,USA,CA,03/08/2025,Branch,7320,619-562-7010,CALIFORNIA SHEET METAL WORKS INC,,1958,SC,,,"332322, 332323",,,"1020 N MARSHALL AVE, , EL CAJON, CA 92020-1829",92020
ROYAL LINES CHARTERS LLC,SARA FLORES,,339 CYPRESS LN,,EL CAJON,CA,92020-1603,"Charter bus rentals for California and western US top destinations. Royal Lines Charters has been providing charter bus transportation services in southern California since 1992. Based in San Diego, we serve all of California and the southwest region, bringing you the most reliable and cost-effective way to charter. Our goal is to ensure total customer service satisfaction through our effective staff and equipment. We offer dependable services for any of your charter needs with experienced, courteous and professional drivers. Our qualified staff is ready to serve you with budget-friendly prices. Contact us for your next transportation requirement, corporate conference, school trip, wedding, sporting event, and more.",sara@royallinescharters.com,5GX55,51,073,MMJZBM5KCMF9,,,0322,,USA,CA,02/11/2025,Branch,7320,619-421-1430,,,1992,LL,Service,"Hispanic American, Other Minority Owned, Self-Certified Small Disadvantaged Business, Woman Owned","485113, 561599, 721199",,,"339 CYPRESS LN, , EL CAJON, CA 92020-1603",92020
"CALBIOTECH, INC.",DAVID BARKA,,1935 CORDELL CT,,EL CAJON,CA,92020-0911,,dbarka@calbiotech.com,5J0T2,51,073,MDDLQE4SFMD6,,619-660-6970,1231,,USA,CA,01/03/2025,Branch,7320,619-660-6162,,http://www.calbiotech.com,1998,CP,,Other Minority Owned,"325413, 325414, 423450, 541714",,,"1935 CORDELL CT, , EL CAJON, CA 92020-0911",92020
KYNE CONSTRUCTION INC,KARI KYNE,,971 INDUSTRIAL PL,,EL CAJON,CA,92020-3105,"Kyne Construction was founded in 2004, is a site utility contractor performing various commercial s projects - water, sewer, storm drain pipe installations, excavating and backfill, light grading, gas pipe, replacement backflows, waterline breaks. Kari Kyne has been with the company since it started and has been the owner and president since 2009. Kyne prides itself with quality work, safety, majority of the staff has over 25 years experience in the industry, and has a track record of satisfied customers.",k.kyne@kyneconstructioninc.com,5SGG8,51,073,G9PNAYLLDFY7,,619-749-0076,1231,,USA,CA,12/10/2024,Branch,7320,619-749-2400,KYNE CONSTRUCTION INC,,2005,CP,Construction,Woman Owned,"237110, 237120, 237990, 237990",,,"971 INDUSTRIAL PL, , EL CAJON, CA 92020-3105",92020
"ONYX BUILDING GROUP, INC.",NICOLE CAYA-WINFIELD,,555 RALEIGH AVE,,EL CAJON,CA,92020-3139,,nicolec@onyxbuilding.com,5TM86,51,073,XASDSNWNTRL9,https://www.onyxbuilding.com,,1231,,USA,CA,10/12/2024,Branch,7320,619-324-1440,ONYX,,2009,SC,Construction,"Self-Certified Small Disadvantaged Business, Woman Owned",238310,,,"555 RALEIGH AVE, , EL CAJON, CA 92020-3139",92020
"VERTECHS ENTERPRISES, INC.",TODD ELLIOTT,,1071 INDUSTRIAL PL,,EL CAJON,CA,92020-3107,,telliott@vertechsusa.com,3PMR3,51,073,K95BGHSBLN45,,858-578-2910,1231,,USA,DE,09/18/2024,Branch,7320,858-578-3900,,http://www.vertechsusa.com,2007,CP,,,"332721, 332811, 336412, 336413, 336414, 336415, 336419",,,"1071 INDUSTRIAL PL, , EL CAJON, CA 92020-3107",92020
"S. C. VALLEY ENGINEERING, INC.",SAM WATHEN,,656 FRONT ST,,EL CAJON,CA,92020-4232,,sam@scvalleyinc.com,5V4K6,51,073,TA1DUN6339V9,,,1231,,USA,CA,08/16/2024,Branch,7320,619-444-2366,,,1983,SC,,"Hispanic American, Other Minority Owned",237110,,,"656 FRONT ST, , EL CAJON, CA 92020-4232",92020
ALPHA MECHANICAL LLC,RENEE MOORE,,1866 FRIENDSHIP DR,,EL CAJON,CA,92020-1171,,RENEE@ALPHAMECHANICAL.COM,5WQE3,51,073,ZVN7PPH7CF65,,858-751-0977,1231,,USA,CA,08/13/2024,Branch,7320,858-278-3500,,,2004,PS,,,236220,,,"1866 FRIENDSHIP DR, , EL CAJON, CA 92020-1171",92020
VDL-5 TECHNOLOGIES INC.,STEVE SULLIVAN,,900 N CUYAMACA ST,STE 107,EL CAJON,CA,92020-1865,"We research and analyze data, and create technical content for the US Military. This content includes technical manuals, technical orders, interactive Electronic Technical Manuals and Publications(IETM & IETP), Training, CBT, logistics content development support, and provisioning documentation",steven.sullivan@tridentmedstaff.com,56AP5,51,073,ENGML8NCPNH6,,619-851-1432,1231,,USA,CA,06/29/2024,Branch,7320,619-851-1432,VDL 5 TECHNOLOGIES,http://www.vdl5tech.com/,2008,CP,"R and D, Service",Veteran,"541330, 541330, 541330, 541330, 541618, 561320, 561410, 611420, 611710",,,"900 N CUYAMACA ST, STE 107, EL CAJON, CA 92020-1865",92020
"HOUSE OF AUTOMATION, INC",BRITNEY STEWART,,1457 N CUYAMACA ST,,EL CAJON,CA,92020-1508,,Britney@houseofautomation.com,1PY29,51,073,LEWTL3AGEEU6,Https://houseofautomation.com,619-441-7309,1231,,USA,CA,12/14/2024,Branch,7320,619-441-7400,HOUSE OF AUTOMATION INC,houseofautomation.com,1988,SC,Construction,"Self-Certified Small Disadvantaged Business, Woman Owned","221118, 238210, 238990, 238990",,,"1457 N CUYAMACA ST, , EL CAJON, CA 92020-1508",92020
"CARVER ENGINEERING & MANUFACTURING, INC",CARMEN VERTULLO,,1920 CORDELL CT STE 101,,EL CAJON,CA,92020-0900,,carmenv@carverem.com,69ZV3,51,073,K6EZGQ8QZ8F6,https://carverem.com,,0630,,USA,CA,03/08/2025,Branch,7320,619-440-5888,CARVER ENGINEERING & MANUFACTURING INC,,2010,CP,,"Service-Disabled Veteran, Veteran, Woman Owned","332710, 336412, 336413, 541330, 541330, 541330, 541330, 541420",,,"1920 CORDELL CT STE 101, , EL CAJON, CA 92020-0900",92020
"WESTERN CONSULTING & ANCILLARY SERVICES, INC.",SHERI MCFADDEN,,240 S MAGNOLIA AVE,,EL CAJON,CA,92020-4524,,westernadhcelcajon@yahoo.com,6BQ83,51,073,SWT7NK49YZ22,,619-631-9228,0331,,USA,CA,05/04/2024,Branch,7320,619-631-7222,WESTERN CONSULTING,ttps://westernadhc.wordpress.com/,1995,CP,,Self-Certified Small Disadvantaged Business,"621340, 624120",,,"240 S MAGNOLIA AVE, , EL CAJON, CA 92020-4524",92020
WEST CAL DIE COMPANY,DAVID FOUNTAIN,,1365 N JOHNSON AVE STE 106,,EL CAJON,CA,92020-1676,,dave@hitechscreen.com,6C3R9,51,073,SKM2KK66L4K8,,619-579-8148,1231,,USA,CA,04/06/2024,Branch,7320,619-579-8147,WEST CAL DIE CO,,2005,SL,"Manufacturing, Service",,"323113, 333514, 333515",,,"1365 N JOHNSON AVE STE 106, , EL CAJON, CA 92020-1676",92020
RADIATION DETECTION SERVICES INC,RYAN PRETTYMAN,,1677 N MARSHALL AVE,,EL CAJON,CA,92020-1103,"Radiation Detection Services (RDS) Inc. services, installs, repairs, and troubleshoots radiation detector portal monitors.",ryan@radiationds.com,6CGE9,51,073,NWB9QXJERKA9,https://www.radiationds.com,800-737-7231,1231,,USA,CA,01/23/2025,Branch,7320,619-402-3697,,http://www.radiationds.com,2011,SC,Service,,"334512, 334519, 561210",,,"1677 N MARSHALL AVE, , EL CAJON, CA 92020-1103",92020
WHITAKER CATHERINE,CATHERINE WHITAKER,,1311 WHITSETT DR,,EL CAJON,CA,92020-1757,,celvester@gmail.com,6JTH7,51,073,PZLMP7NBJNN5,,619-303-6129,1231,,USA,CA,09/25/2024,Branch,7320,760-703-7022,SOUTHERN CALIFORNIA LOW VISION SOLUTIONS,,2009,SL,,"Self-Certified Small Disadvantaged Business, Woman Owned",339115,,,"1311 WHITSETT DR, , EL CAJON, CA 92020-1757",92020
